IPR	X210222Fox_D21.2140	X210222Fox_D21.2141	X210222Fox_D21.2142	X210222Fox_D21.2143	X210222Fox_D21.2144	X210222Fox_D21.2145	X210222Fox_D21.2146	X210222Fox_D21.2147	X210713Fox_D21.6682	X210713Fox_D21.6683	X210713Fox_D21.6684	X210713Fox_D21.6685	X210713Fox_D21.6686	X210713Fox_D21.6687	X210713Fox_D21.6688	X210713Fox_D21.6689	X210713Fox_D21.6690	X210713Fox_D21.6691	X210713Fox_D21.6692	X210713Fox_D21.6693	ENTRY_AC	ENTRY_TYPE	ENTRY_NAME
IPR018215	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1	IPR018215	Active_site	ClpP, Ser active site
IPR018219	0	0	0	0	0	0	0	1	1	0	1	0	2	0	1	1	0	1	0	1	IPR018219	Conserved_site	Thiol peroxidase conserved site
IPR018220	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	1	1	1	0	1	IPR018220	Binding_site	Adenylosuccinate synthase, GTP-binding site
IPR018223	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	IPR018223	Conserved_site	Argininosuccinate synthase, conserved site
IPR018225	0	0	0	0	0	0	0	0	0	0	2	1	1	0	1	2	2	1	1	2	IPR018225	Active_site	Transaldolase, active site
IPR018227	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	0	1	IPR018227	Family	Amino acid/polyamine transporter 2
IPR018228	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	1	1	1	1	IPR018228	Conserved_site	Deoxyribonuclease, TatD-related, conserved site
IPR018234	0	0	0	0	0	0	2	0	0	0	0	0	2	0	2	2	0	2	0	2	IPR018234	Conserved_site	GTP cyclohydrolase I, conserved site
IPR018236	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR018236	Conserved_site	SAICAR synthetase, conserved site
IPR018239	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	1	1	0	1	IPR018239	Active_site	NAD-dependent DNA ligase, active site
IPR018253	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	1	1	1	IPR018253	Conserved_site	DnaJ domain, conserved site
IPR018254	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	0	1	IPR018254	Conserved_site	Ribosomal protein L29, conserved site
IPR018257	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	1	IPR018257	Conserved_site	Ribosomal protein L19, conserved site
IPR018258	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	1	0	1	IPR018258	Conserved_site	Ribosomal protein L21, conserved site
IPR018260	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	0	1	IPR018260	Conserved_site	Ribosomal protein L22/L17, conserved site
IPR018261	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	1	IPR018261	Conserved_site	Ribosomal protein L27, conserved site
IPR018264	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1	IPR018264	Conserved_site	Ribosomal protein L33, conserved site
IPR018265	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	1	IPR018265	Conserved_site	Ribosomal protein L35, conserved site
IPR018268	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	1	1	1	0	1	IPR018268	Conserved_site	Ribosomal protein S10, conserved site
IPR018269	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	0	1	IPR018269	Conserved_site	Ribosomal protein S13, conserved site
IPR018270	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	IPR018270	Family	Concentrative nucleoside transporter, metazoan/bacterial
IPR018271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	IPR018271	Conserved_site	Ribosomal protein S14, conserved site
IPR018274	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	1	1	1	0	1	IPR018274	Active_site	PEP-utilising enzyme, active site
IPR018275	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1	IPR018275	Conserved_site	Ribosomal protein S18, conserved site
IPR018278	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	0	1	IPR018278	Conserved_site	Ribosomal protein S21, conserved site
IPR018280	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	1	0	1	IPR018280	Conserved_site	Ribosomal protein S3, conserved site
IPR018294	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	2	1	1	0	1	IPR018294	Conserved_site	4-diphosphocytidyl-2C-methyl-D-erythritol synthase, conserved site
IPR018300	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	2	1	1	0	1	IPR018300	Conserved_site	Aminotransferase, class IV, conserved site
IPR018303	0	1	0	0	0	0	0	0	0	0	3	1	2	0	2	2	2	3	0	3	IPR018303	PTM	P-type ATPase, phosphorylation site
IPR018312	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	1	IPR018312	Conserved_site	Chromosomal replication control, initiator DnaA, conserved site
IPR018313	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1	IPR018313	Conserved_site	Solute-binding protein family 3, conserved site
IPR018316	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	1	IPR018316	Domain	Tubulin/FtsZ, 2-layer sandwich domain
IPR018317	0	0	0	0	0	0	0	0	0	0	2	0	6	0	3	6	3	6	0	6	IPR018317	Family	Queuosine biosynthesis protein QueC
IPR018319	0	0	0	0	0	0	0	0	0	0	1	1	2	0	3	2	2	1	0	1	IPR018319	Family	L-seryl-tRNA selenium transferase-like
IPR018320	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	IPR018320	Family	DNA polymerase 1
IPR018321	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR018321	Conserved_site	Glucosamine-6-phosphate isomerase, conserved site
IPR018323	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	IPR018323	Family	Outer membrane lipoprotein carrier protein LolA, Proteobacteria
IPR018333	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR018333	Family	Squalene cyclase
IPR018335	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR018335	Conserved_site	Transcription regulator HTH, Crp-type, conserved site
IPR018356	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR018356	Conserved_site	Transcription regulator, HTH DeoR-type, conserved site
IPR018357	3	1	10	8	3	0	5	1	0	3	7	1	4	2	2	4	4	6	0	4	IPR018357	Conserved_site	Hexapeptide transferase, conserved site
IPR018365	0	1	0	0	0	0	0	0	0	0	2	0	2	0	2	2	1	2	2	2	IPR018365	Conserved_site	Cell cycle, FtsW / RodA / SpoVE, conserved site
IPR018368	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	2	2	2	0	2	IPR018368	Conserved_site	ClpA/B, conserved site 1
IPR018369	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	1	IPR018369	Conserved_site	Chaperonin GroES, conserved site
IPR018370	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1	IPR018370	Conserved_site	Chaperonin Cpn60, conserved site
IPR018375	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR018375	Conserved_site	Coproporphyrinogen III oxidase, conserved site
IPR018376	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR018376	Conserved_site	Enoyl-CoA hydratase/isomerase, conserved site
IPR018383	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	IPR018383	Family	Uncharacterised protein family UPF0324, prokaryote
IPR018389	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR018389	Family	TRAP transporter solute receptor DctP
IPR018392	0	4	0	0	0	0	0	0	0	0	4	0	4	0	4	4	4	4	0	4	IPR018392	Domain	LysM domain
IPR018393	0	0	0	0	0	0	0	0	0	0	0	3	5	0	0	5	3	5	0	5	IPR018393	Family	NADH-plastoquinone oxidoreductase, chain 5 subgroup
IPR018445	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR018445	Family	Putative phosphate transport regulator
IPR018448	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	2	1	2	IPR018448	Family	Sec-independent protein translocase protein TatB
IPR018449	0	0	0	0	0	0	2	0	0	0	2	2	2	0	2	2	2	2	0	2	IPR018449	Domain	NIL domain
IPR018461	0	0	2	0	0	0	0	0	0	0	4	0	2	0	2	3	2	2	3	2	IPR018461	Domain	Na+/H+ antiporter, NhaC-like, C-terminal
IPR018480	0	0	0	0	0	0	1	2	0	0	3	2	3	0	2	1	1	3	0	3	IPR018480	Conserved_site	Phospho-N-acetylmuramoyl-pentapeptide transferase, conserved site
IPR018484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	IPR018484	Domain	Carbohydrate kinase, FGGY, N-terminal
IPR018490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	IPR018490	Homologous_superfamily	Cyclic nucleotide-binding domain superfamily
IPR018496	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1	IPR018496	Conserved_site	Pseudouridine synthase, RsuA/RluB/E/F, conserved site
IPR018509	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	IPR018509	Conserved_site	Dehydroquinase, class II, conserved site
IPR018510	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	1	IPR018510	Active_site	Diaminopimelate epimerase, active site
IPR018511	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	IPR018511	Conserved_site	Hemolysin-type calcium-binding conserved site
IPR018513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	IPR018513	Family	Cellulose synthase BcsB, bacterial
IPR018517	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	1	1	1	1	1	IPR018517	Conserved_site	tRNA-dihydrouridine synthase, conserved site
IPR018520	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1	IPR018520	Conserved_site	Di-trans-poly-cis-decaprenylcistransferase-like, conserved site
IPR018522	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	1	1	1	0	1	IPR018522	Conserved_site	DNA topoisomerase, type IIA, conserved site
IPR018523	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR018523	Conserved_site	Isocitrate lyase/phosphorylmutase, conserved site
IPR018531	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR018531	Family	Protein of unknown function DUF1993
IPR018541	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	2	2	2	IPR018541	Domain	FtsK gamma domain
IPR018561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	IPR018561	Domain	Domain of unknown function DUF2017
IPR018563	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	0	1	IPR018563	Family	Protein of unknown function DUF2018
IPR018573	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	2	0	1	IPR018573	Family	Restriction endonuclease, type II, AlwI
IPR018576	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	2	IPR018576	Domain	Restriction endonuclease, type II, Pab1
IPR018579	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	IPR018579	Family	Restriction endonuclease, type II, LlaJI
IPR018649	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR018649	Domain	SHOCT domain
IPR018680	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR018680	Family	Protein of unknown function DUF2164
IPR018681	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR018681	Family	Protein of unknown function DUF2165, transmembrane
IPR018704	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	IPR018704	Domain	Tetratricopeptide repeat-like domain
IPR018706	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR018706	Family	Protein of unknown function DUF2214, membrane
IPR018707	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2	2	2	2	1	1	IPR018707	Family	Lipid A deacylase LpxR
IPR018720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	IPR018720	Domain	Domain of unknown function DUF2249
IPR018752	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR018752	Family	Probable inorganic carbon transporter subunit DabA
IPR018766	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR018766	Family	Zinicin-like metallopeptidase type 2
IPR018775	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR018775	Family	RNA repair pathway DNA polymerase beta
IPR018850	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR018850	Domain	Mitochondrial escape protein 2, C-terminal
IPR018931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	IPR018931	Domain	Domain of unknown function DUF2520
IPR018946	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	IPR018946	Domain	PhoD-like phosphatase,  metallophosphatase domain
IPR018948	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	IPR018948	Domain	GTP-binding protein TrmE, N-terminal
IPR018951	0	0	0	0	0	0	0	0	0	1	2	0	2	0	2	2	2	2	1	2	IPR018951	Domain	Fumarase C, C-terminal
IPR018958	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1	IPR018958	Domain	Knr4/Smi1-like domain
IPR018965	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR018965	Domain	Ubiquitin-activating enzyme E1, C-terminal
IPR018970	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR018970	Domain	Xylulose 5-phosphate/Fructose 6-phosphate phosphoketolase, N-terminal
IPR018982	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR018982	Domain	RQC domain
IPR019042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	IPR019042	Family	Restriction endonuclease, type II, CfrBI
IPR019059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	IPR019059	Family	Restriction endonuclease, type II, HaeIII
IPR019108	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	IPR019108	Family	Cytochrome c oxidase caa3-type, assembly factor CtaG-related
IPR019191	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR019191	Domain	Essential protein Yae1, N-terminal
IPR019199	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	IPR019199	Family	Virulence-associated protein D / CRISPR associated protein Cas2
IPR019219	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	1	1	1	1	1	IPR019219	Family	Protein of unknown function DUF2130
IPR019223	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	0	3	IPR019223	Domain	Domain of unknown function DUF2147
IPR019228	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR019228	Domain	Bacteriophage phiJL001, Gp84, N-terminal
IPR019286	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	IPR019286	Family	Protein of unknown function DUF2339, transmembrane
IPR019288	0	0	1	0	0	0	0	1	0	0	1	0	1	0	2	1	1	1	1	1	IPR019288	Domain	Predicted 3'-5' exonuclease, PolB-like
IPR019307	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	IPR019307	Family	RNA-binding protein AU-1/Ribonuclease E/G
IPR019368	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR019368	Family	Ribosomal protein S23/S29, mitochondrial
IPR019405	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	IPR019405	Family	Lactonase, 7-bladed beta propeller
IPR019412	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR019412	Family	Inclusion body clearance protein Iml2/Tetratricopeptide repeat protein 39
IPR019431	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR019431	Family	Protein of unknown function DUF2417
IPR019440	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR019440	Family	Chromatid cohesion factor MAU2
IPR019442	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR019442	Domain	THADA/TRM732, DUF2428
IPR019462	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	1	1	0	1	IPR019462	Domain	DNA-directed RNA polymerase, beta subunit, external 1 domain
IPR019468	0	0	2	0	0	0	0	0	0	0	2	0	2	0	2	2	2	2	0	2	IPR019468	Domain	Adenylosuccinate lyase C-terminal
IPR019469	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1	IPR019469	Family	Protein of unknown function DUF2443
IPR019476	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	IPR019476	Domain	Type IV secretion system coupling protein TraD, DNA-binding domain
IPR019479	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	1	1	0	1	IPR019479	Domain	Peroxiredoxin, C-terminal
IPR019489	0	0	0	0	0	0	0	2	0	0	8	1	10	0	5	8	6	8	2	8	IPR019489	Domain	Clp ATPase, C-terminal
IPR019499	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1	IPR019499	Domain	Valyl-tRNA synthetase,  tRNA-binding arm
IPR019533	0	0	0	0	0	0	2	0	0	0	4	2	2	0	4	2	4	2	2	2	IPR019533	Domain	Peptidase S26
IPR019546	1	3	0	0	0	0	1	0	0	0	3	0	1	0	3	0	0	2	0	1	IPR019546	Conserved_site	Twin-arginine translocation pathway, signal sequence, bacterial/archaeal
IPR019574	0	0	0	0	0	0	0	0	0	0	3	3	3	0	3	3	3	3	0	3	IPR019574	Domain	NADH:ubiquinone oxidoreductase, subunit G, iron-sulphur binding
IPR019591	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	1	IPR019591	Family	Mrp/NBP35 ATP-binding protein
IPR019595	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	IPR019595	Domain	Domain of unknown function DUF2470
IPR019627	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR019627	Family	YspA, cpYpsA-related SLOG family
IPR019724	0	0	0	0	0	0	1	0	0	0	2	0	2	0	1	2	0	2	0	2	IPR019724	Family	Uncharacterised protein family UPF0763
IPR019734	0	9	3	0	0	0	0	1	0	0	14	0	12	0	5	18	8	19	3	20	IPR019734	Repeat	Tetratricopeptide repeat
IPR019752	0	1	0	0	0	0	0	0	0	0	2	1	2	0	2	2	2	2	0	2	IPR019752	Domain	Pyruvate/ketoisovalerate oxidoreductase, catalytic domain
IPR019758	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	1	1	1	1	1	IPR019758	Conserved_site	Peptidase S26A, signal peptidase I, conserved site
IPR019760	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1	IPR019760	Conserved_site	DNA-directed DNA polymerase, family A, conserved site
IPR019772	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	0	1	IPR019772	Active_site	Ferrochelatase, active site
IPR019774	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	IPR019774	Domain	Aromatic amino acid hydroxylase, C-terminal
IPR019776	0	0	0	0	0	0	1	1	0	0	5	1	4	0	4	4	2	5	1	5	IPR019776	Conserved_site	Flagellar basal body rod protein, conserved site
IPR019796	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	0	1	IPR019796	Active_site	Glucose-6-phosphate dehydrogenase, active site
IPR019798	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1	1	1	0	1	IPR019798	Binding_site	Serine hydroxymethyltransferase, pyridoxal phosphate binding site
IPR019805	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	1	0	1	IPR019805	Conserved_site	Heat shock protein Hsp90, conserved site
IPR019807	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR019807	Binding_site	Hexokinase, binding site
IPR019808	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	1	1	0	1	IPR019808	Conserved_site	Histidine triad, conserved site
IPR019810	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	1	IPR019810	Active_site	Citrate synthase active site
IPR019811	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1	1	1	0	1	IPR019811	Conserved_site	Homoserine dehydrogenase, conserved site
IPR019812	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	1	IPR019812	Conserved_site	Hydrogenase assembly chaperone, conserved site
IPR019813	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	IPR019813	Conserved_site	Translation initiation factor 3, conserved site
IPR019814	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	1	1	IPR019814	Domain	Translation initiation factor 3, N-terminal
IPR019815	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	1	1	IPR019815	Domain	Translation initiation factor 3, C-terminal
IPR019818	0	0	0	0	0	0	2	0	0	0	1	1	1	0	1	1	1	1	0	1	IPR019818	Conserved_site	Isocitrate/isopropylmalate dehydrogenase, conserved site
IPR019820	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	IPR019820	Conserved_site	Sec-independent periplasmic protein translocase, conserved site
IPR019831	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	1	1	0	1	IPR019831	Domain	Manganese/iron superoxide dismutase, N-terminal
IPR019832	0	0	0	0	0	0	1	0	0	1	1	0	1	0	1	1	1	1	0	1	IPR019832	Domain	Manganese/iron superoxide dismutase, C-terminal
IPR019833	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	1	1	0	1	IPR019833	Binding_site	Manganese/iron superoxide dismutase, binding site
IPR019835	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR019835	Domain	SWIB domain
IPR019844	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR019844	Domain	Cold-shock (CSD) domain
IPR019855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	IPR019855	Family	CRISPR-associated protein Cas1, NMENI subtype
IPR019874	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	IPR019874	Family	Protein-(glutamine-N5) methyltransferase, release factor-specific
IPR019897	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	1	IPR019897	Conserved_site	RidA, conserved site
IPR019906	0	0	4	0	0	0	5	0	0	0	5	0	6	0	6	7	6	6	5	6	IPR019906	Family	Ribosomal protein L6, bacterial-type
IPR019927	0	0	0	0	0	0	1	0	0	0	2	0	2	0	1	1	4	2	0	2	IPR019927	Family	Ribosomal protein L3, bacterial/organelle-type
IPR019931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	IPR019931	Domain	LPXTG cell wall anchor domain
IPR019972	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	1	1	1	1	1	IPR019972	Conserved_site	Ribosomal protein L14P,  conserved site
IPR019979	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	1	1	1	0	1	IPR019979	Conserved_site	Ribosomal protein S17, conserved site
IPR019980	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	1	2	2	0	2	IPR019980	Family	Ribosomal protein S13, bacterial-type
IPR019981	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	0	1	0	1	IPR019981	Family	Ribosomal protein S11, bacterial-type
IPR019984	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	2	0	2	0	2	IPR019984	Family	30S ribosomal protein S17
IPR019987	0	1	0	0	0	0	0	0	0	0	2	0	2	0	0	2	0	2	0	2	IPR019987	Family	GTP-binding protein, ribosome biogenesis, YsxC
IPR019998	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	1	IPR019998	Family	Membrane insertase YidC
IPR019999	0	0	4	0	0	0	0	4	0	0	9	2	8	0	6	10	9	9	2	9	IPR019999	Family	Anthranilate synthase component I-like
IPR020003	0	0	0	0	0	0	1	1	0	0	3	0	3	0	2	3	3	3	1	3	IPR020003	Active_site	ATPase, alpha/beta subunit, nucleotide-binding domain, active site
IPR020006	0	0	0	0	0	0	0	1	0	0	3	0	2	0	3	2	1	2	0	2	IPR020006	Family	Flagellar biosynthesis protein FlhF
IPR020013	0	0	0	0	0	0	2	2	0	0	7	3	6	0	6	7	6	7	1	7	IPR020013	Family	Flagellar hook-basal body protein, FlgE/F/G
IPR020025	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1	IPR020025	Family	UDP-N-acetylglucosamine 4,6-dehydratase (inverting)
IPR020026	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	IPR020026	Family	UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine transaminase
IPR020030	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	1	IPR020030	Family	Pseudaminic acid biosynthesis, PseI
IPR020036	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	IPR020036	Family	UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine N-acetyltransferase
IPR020039	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	1	IPR020039	Family	Pseudaminic acid cytidylyltransferase
IPR020040	0	0	1	0	0	0	1	0	0	0	2	0	2	0	2	3	2	2	1	2	IPR020040	Domain	Ribosomal protein L6, alpha-beta domain
IPR020045	0	0	0	0	0	0	0	2	0	0	2	0	2	0	2	2	2	2	0	2	IPR020045	Domain	DNA polymerase I-like, H3TH domain
IPR020046	0	0	0	0	0	0	0	1	0	0	2	0	2	0	2	1	3	2	1	2	IPR020046	Domain	5'-3' exonuclease, alpha-helical arch, N-terminal
IPR020050	0	0	0	0	0	0	0	0	0	0	2	0	3	0	1	2	1	4	0	4	IPR020050	Family	FO synthase, subunit 2
IPR020053	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	0	1	IPR020053	Conserved_site	Ribosome-binding factor A, conserved site
IPR020056	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	IPR020056	Homologous_superfamily	Ribosomal protein L25/Gln-tRNA synthetase, N-terminal
IPR020057	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1	1	2	0	1	IPR020057	Domain	Ribosomal protein L25, beta domain
IPR020058	0	1	2	0	0	0	1	1	0	0	2	2	2	0	2	4	2	3	1	2	IPR020058	Domain	Glutamyl/glutaminyl-tRNA synthetase, class Ib, catalytic domain
IPR020061	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	IPR020061	Homologous_superfamily	Glutamine-tRNA ligase, alpha-bundle domain superfamily
